snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3,L1,L2,L3
Sinusitis (disorder),36971009,Sinusitis (sinus infection),IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,You might need to take steroid nasal sprays or drops for a few months,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Hypopituitarism (disorder),74728003,Hypopituitarism,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,The signs and symptoms of hypopituitarism usually develop gradually and get worse over time.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Hip pain (finding),49218002,Hip pain in adults,PERMANENT,0.0011520737327188,"There's no cure for osteoarthritis, but the symptoms can be eased using a number of different treatments",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,
Post poliomyelitis syndrome (disorder),31097004,Post-polio syndrome,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.014760147601476,"Being active is thought to be beneficial for most people with post-polio syndrome, as it may slow down the progressive muscle weakness.",NHS,0.0007730962504831,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Nail-patella syndrome (disorder),22199006,Nail patella syndrome,PERMANENT,0.0011520737327188,"There's no cure for nail patella syndrome, but treatments are available to help manage the symptoms.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,
Epidermoid cyst (morphologic abnormality),419670003,Epidermoid cysts,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,Most epidermoid cysts don't cause problems or need treatment.,MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Abdominal aortic aneurysm screening (procedure),698356002,Abdominal aortic aneurysm screening,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,Screening for AAA involves a quick and painless ultrasound scan of your tummy.,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Cold injury (morphologic abnormality),38045000,Frostbite,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,The area usually recovers within 6 months,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Hypnotherapy (regime/therapy),19997007,Hypnotherapy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You're fully in control when under hypnosis and don't have to take on the therapist's suggestions if you don't want to.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Hypothyroidism (disorder),40930008,Hypothyroidism,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Problems tend to develop slowly, often over a number of years.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Eruption of skin (disorder),271807003,Rashes in babies and children,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0108695652173913,It usually clears up within a week,NHS,0.0005798221878623,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Heart murmur (finding),88610006,Heart murmurs,PERMANENT,0.0011520737327188,"Although now rare in the United States, rheumatic fever is a serious condition that can occur when you don't receive prompt or complete treatment for a strep throat infection.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Fatty dimpling of skin (finding),248306003,Cellulite,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,Results appear gradually over two to three months.,MAYO,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Dislocation of patellofemoral joint (disorder),263029007,Dislocated kneecap,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,A dislocated kneecap is a common injury that normally takes about 6 weeks to heal.,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Strabismus (disorder),22066006,Squint,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,But the effect usually lasts less than 3 months,NHS,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR
Photodynamic therapy (procedure),257891001,Photodynamic therapy (PDT),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,This will involve a lamp or laser being shone on to the treatment area for around 10 to 45 minutes.,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Fistula of anus (disorder),786878009,Anal fistula,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"Many people do not need to stay in hospital overnight after surgery, although some may need to stay in hospital for a few days.",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Chronic urticaria (disorder),51611005,Chronic hives,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,The condition is considered chronic hives if the welts appear for more than six weeks and recur frequently over months or years.,MAYO,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Blister of skin AND/OR mucosa (disorder),417237009,Blisters,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Blisters should heal on their own within a week,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Jet lag (finding),387604006,Jet lag,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,There's no treatment for jet lag,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Female sterilization (procedure),60890002,Female sterilisation,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.005181347150259,This is a fairly minor operation and many women return home the same day.,NHS,0.0009663703131039,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Hydrocele (morphologic abnormality),386152007,Hydrocele,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0833333333333333,The fluid is usually absorbed gradually within the first year of life.,MAYO,0.0001932740626207,0.0023192887514495,DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Esophageal atresia with tracheoesophageal fistula (disorder),204659003,Oesophageal atresia and tracheo-oesophageal fistula,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,This will usually take a week or two,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Otitis media (disorder),65363002,Ear infection (middle ear),IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,Some tubes are intended to stay in place for six months to a year and then fall out on their own.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Limb stump pain (finding),247381009,Residual limb pain,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"It may occur soon after the surgery, often within the first week, but may also last beyond healing.",MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Osteoarthritis (disorder),396275006,Osteoarthritis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Osteoarthritis symptoms often develop slowly and worsen over time.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Pneumothorax (disorder),36118008,Pneumothorax,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Many people who have had one pneumothorax can have another, typically within one to two years of the first.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Hysterectomy (procedure),236886002,Hysterectomy,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0064724919093851,It takes about 6 to 8 weeks to fully recover after having an abdominal hysterectomy.,NHS,0.0007730962504831,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Alcoholism (disorder),7200002,Alcohol use disorder,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Treatment may begin with a program of detoxification or detox — withdrawal that's medically managed — which generally takes two to seven days.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Bacterial arthritis (disorder),48245008,Septic arthritis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,you'll probably have to take antibiotic tablets for several weeks after you leave hospital,NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Abscess (disorder),128477000,Abscess,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"This procedure may be carried out as a day case procedure, which means you'll be able to go home the same day, although some people will need to stay in hospital for a few days.",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Bicuspid aortic valve (disorder),72352009,Bicuspid aortic valve,PERMANENT,0.0011520737327188,Congenital heart disease can often be treated successfully in childhood.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Incised wound (disorder),283396008,Cuts and grazes,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Minor wounds should start to heal within a few days.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Pain in pelvis (finding),30473006,Pelvic pain,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"It may come on suddenly and severely, or could be mild and last for months",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Radiation oncology AND/OR radiotherapy (procedure),108290001,Radiotherapy,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,"You can usually go home soon after external radiotherapy, but you may need to stay in hospital for a few days if you have implants or radioisotope therapy",NHS,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Infectious mononucleosis (disorder),271558008,Mononucleosis,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.0555555555555555,"A different antibody test requires a longer result time, but can detect the disease even within the first week of symptoms.",MAYO,0.0001932740626207,0.0034789331271743,DECLINE,FAST,FROM 1 DAY TO 1 WEEK
Allergy to cow's milk protein (finding),782555009,Milk allergy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The reaction, commonly vomiting and diarrhea, usually occurs within hours after eating the trigger rather than within minutes.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Temporal lobe epilepsy (disorder),193000002,Temporal lobe seizure,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,This type of temporal lobe seizure usually lasts 30 seconds to two minutes.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Pleurisy (disorder),196075003,Pleurisy,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Pleural effusion can lead to shortness of breath that gets progressively worse.,NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Porphyria (disorder),418470004,Porphyria,PERMANENT,0.0034562211981566,"However, porphyria usually can be managed by treatment and lifestyle changes so that you can live a full and healthy life.",MAYO,0.0005798221878623,0.1677618863548511,PERMANENT,,
Myocardial ischemia (disorder),414795007,Myocardial ischemia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Myocardial ischemia can develop slowly as arteries become blocked over time.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Pectus carinatum (disorder),38774000,Pectus carinatum,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,The brace is worn up to 23 hours a day and symptoms usually begin improving in just a few months.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Medication overuse headache (finding),698803006,Medication overuse headaches,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"These symptoms generally last from two to 10 days, but they can persist for several weeks.",MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Injury of brachial plexus (disorder),6836001,Brachial plexus injury,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,Nerves regrow slowly and can take several years to heal after injury.,MAYO,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Varicella (disorder),38907003,Chickenpox,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,It usually gets better by itself within a week without needing to see a GP,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
"Malignant melanoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2092003,Skin cancer (melanoma),DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"They develop slowly over several years and appear in areas that are often exposed to the sun, such as the face",NHS,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Autosomal dominant polycystic kidney disease (disorder),765330003,Autosomal dominant polycystic kidney disease,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,"In around 1 in 10 cases of ADPKD, the mutation develops for the first time in the affected person",NHS,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH
Ménière's disease (disorder),13445001,Meniere's disease,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,"Living and Loving Out LoudAffected by hearing loss for years, Jerry and Madalaine McDaniel created a world for themselves that revolved around their quiet home environment.",MAYO,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Barium enema (procedure),168836005,Barium enema,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,The whole process usually takes around 30 to 45 minutes.,NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Squamous cell carcinoma (disorder),402815007,Skin cancer (non-melanoma),DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,The first sign of non-melanoma skin cancer is usually the appearance of a lump or discoloured patch on the skin that persists after a few weeks and slowly progresses over months or sometimes years,NHS,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Alveolitis of jaw (disorder),61804006,Dry socket,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Pain and other symptoms should continue to improve and will likely be gone within a few days.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Implantation of cardiac pacemaker (procedure),307280005,Pacemaker implantation,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,"The procedure usually takes about an hour, and most people are able to leave hospital on the same day or a day after surgery.",NHS,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Raynaud's disease (disorder),195295006,Raynaud's,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,you're over 30 and get symptoms of Raynaud's for the first time,NHS,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY
Erythema nodosum (disorder),32861005,Erythema nodosum,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,The bumps and patches last about two weeks before fading like a bruise.,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Premature ejaculation (finding),44001008,Ejaculation problems,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"In the squeeze technique, your partner masturbates you, but stops before the point of ejaculation and squeezes the head of your penis for between 10 to 20 seconds",NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Neoplasm of spinal cord (disorder),126962006,Spinal cord tumor,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"from spinal surgery may take weeks or longer, depending on the procedure.",MAYO,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Progressive supranuclear palsy (disorder),192976002,Progressive supranuclear palsy,DECLINE SLOWLY FROM 6 MONTH TO 1 YEAR,0.1666666666666666,"Progressive supranuclear palsy worsens over time and can lead to life-threatening complications, such as pneumonia and swallowing problems.",MAYO,0.0003865481252415,0.0023192887514495,DECLINE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Cerebral arteriovenous malformation (disorder),234142008,Brain AVM,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,Symptoms may begin at any age but usually emerge between ages 10 and 40. Brain AVMs can damage brain tissue over time.,MAYO,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH
Myelofibrosis (disorder),52967002,Myelofibrosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Myelofibrosis usually develops slowly.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Acoustic neuroma (disorder),126949007,Acoustic neuroma,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,Acoustic neuroma is often difficult to diagnose in the early stages because signs and symptoms may be subtle and develop gradually over time.,MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Ingrowing toenail (disorder),400200009,Ingrown toenails,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Often you can take care of ingrown toenails on your own.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
