snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3
Decompression of lumbar spine (procedure),302129007,Lumbar decompression surgery,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.04347826086956521,"You'll usually be well enough to leave hospital about 1 to 4 days after having surgery, depending on the complexity of the surgery and your level of mobility before the operation.",NHS,0.00019327406262079628,0.004445303440278315
Lymphatic edema (morphologic abnormality),30213001,Lymphoedema,PERMANENT,0.0034562211981566822,Lymphoedema is a long-term (chronic) condition that causes swelling in the body's tissues,NHS,0.0005798221878623889,0.16776188635485118
Thrombocytopenic disorder (disorder),302215000,Pediatric thrombocytopenia,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,Most children recover from ITP without any treatment within six months.,MAYO,0.00019327406262079628,0.00889060688055663
Peripheral nerve disease (disorder),302226006,Peripheral neuropathy,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,"Some cases may improve with time if the underlying cause is treated, whereas in some people the damage may be permanent or may get gradually worse with time.",NHS,0.00019327406262079628,0.052377270970235784
Salmonella infection (disorder),302231008,Salmonella infection,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"Diarrhea may last up to 10 days, although it may take several months before bowels return to normal.",MAYO,0.00019327406262079628,0.02338616157711635
Scarlet fever (disorder),30242009,Scarlet fever,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,Scarlet fever lasts for around a week.,NHS,0.00019327406262079628,0.053343641283339766
Encopresis (finding),302690004,Encopresis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"Generally, the earlier that treatment begins for encopresis, the better.",MAYO,0.00019327406262079628,0.18650947042906849
Disorder of prostate (disorder),30281009,Prostate problems,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,"The outlook for prostate cancer is generally good because, unlike many other types of cancer, it usually progresses very slowly",NHS,0.00019327406262079628,0.052377270970235784
Paraganglioma (disorder),302833002,Paraganglioma,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,You'll likely need to stay in the hospital for several days after surgery.,MAYO,0.00019327406262079628,0.053343641283339766
Pheochromocytoma (disorder),302835009,Phaeochromocytoma,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"The symptoms of a phaeochromocytoma tend to be unpredictable, often occurring in sudden attacks lasting from a few minutes to an hour.",NHS,0.00019327406262079628,0.18650947042906849
Verruca (morphologic abnormality),30285000,Warts and verrucas,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"These treatments can take up to 3 months to complete, may irritate your skin and do not always work",NHS,0.00019327406262079628,0.029377657518361036
Synovial sarcoma (disorder),302851001,Synovial sarcoma,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,Synovial sarcoma generally grows slowly.,MAYO,0.00019327406262079628,0.052377270970235784
Hypoglycemia (disorder),302866003,Low blood sugar (hypoglycaemia),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.004145077720207254,"Test your blood sugar after 10 to 15 minutes – if it's 4mmol or above and you feel better, move on to step 3",NHS,0.0007730962504831851,0.18650947042906849
Ventricular septal defect (disorder),30288003,Ventricular septal defect,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Signs and symptoms of serious heart defects often appear during the first few days, weeks or months of a child's life.",MAYO,0.00019327406262079628,0.07518361035948977
Vocal cord palsy (disorder),302912005,Vocal cord paralysis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,It can take as long as six to nine months before the voice improves.,MAYO,0.00019327406262079628,0.029377657518361036
Sampling of chorionic villus (procedure),303720006,Chorionic villus sampling,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"CVS is usually carried out between the 11th and 14th weeks of pregnancy, although it's sometimes performed later than this if necessary.",NHS,0.00019327406262079628,0.00889060688055663
Pain in pelvis (finding),30473006,Pelvic pain,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"It may come on suddenly and severely, or could be mild and last for months",NHS,0.00019327406262079628,0.07518361035948977
Ischemic colitis (disorder),30588004,Ischemic colitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,Ischemic colitis usually gets better on its own within two to three days.,MAYO,0.00019327406262079628,0.053343641283339766
Factor V Leiden mutation (disorder),307091009,Factor V Leiden,PERMANENT,0.001152073732718894,"But in people who do, these abnormal clots can lead to long-term health problems or become life-threatening.",MAYO,0.00019327406262079628,0.16776188635485118
Acute coccidioidomycosis (disorder),3071000119108,Valley fever,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"It can take months to fully recover, and fatigue and joint aches can last even longer.",MAYO,0.00019327406262079628,0.07518361035948977
Implantation of cardiac pacemaker (procedure),307280005,Pacemaker implantation,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.003108808290155441,"The procedure usually takes about an hour, and most people are able to leave hospital on the same day or a day after surgery.",NHS,0.0005798221878623889,0.18650947042906849
Lymphadenopathy (disorder),30746006,Swollen glands,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,They usually get better by themselves in 2 to 3 weeks,NHS,0.00019327406262079628,0.11944337069965212
Diverticulitis (disorder),307496006,Diverticulitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"Your doctor may recommend colonoscopy six weeks after you recover from diverticulitis, especially if you haven't had the test in the previous year.",MAYO,0.00019327406262079628,0.11944337069965212
Intensive care unit (environment),309904001,Intensive care,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.016528925619834708,Others may need to stay in the ICU for months or may deteriorate there,NHS,0.00038654812524159255,0.02338616157711635
Schizotypal personality disorder (disorder),31027006,Schizotypal personality disorder,PERMANENT,0.002304147465437788,"Though schizotypal personality disorder is lifelong, some symptoms may improve over time through experiences that help foster — among other positive traits — self-confidence, a belief in one's ability to overcome difficulty and a sense of social support.",MAYO,0.00038654812524159255,0.16776188635485118
Hyperosmolar non-ketotic state due to diabetes mellitus (disorder),310505005,Diabetic hyperosmolar syndrome,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,Diabetic hyperosmolar syndrome can take days or weeks to develop.,MAYO,0.00019327406262079628,0.11944337069965212
Epididymitis (disorder),31070006,Epididymitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925572,"You should start to feel better within a few days, but it may take up to 2 weeks to fully recover",NHS,0.00038654812524159255,0.11944337069965212
Behcet's syndrome (disorder),310701003,Behçet's disease,PERMANENT,0.002304147465437788,"There's currently no cure for Behçet's disease, but a number of treatments can help to relieve symptoms and reduce the risk of serious complications.",NHS,0.00038654812524159255,0.16776188635485118
Post poliomyelitis syndrome (disorder),31097004,Post-polio syndrome,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.014760147601476013,"Being active is thought to be beneficial for most people with post-polio syndrome, as it may slow down the progressive muscle weakness.",NHS,0.0007730962504831851,0.052377270970235784
Non-allergic rhinitis (disorder),311000119101,Non-allergic rhinitis,IMPROVE FAST FROM 8 DAY TO 2 MONTH,0.05,This is because the infection responsible for the rhinitis normally clears up within a week or 2,NHS,0.00019327406262079628,0.003865481252415926
Cholangiocarcinoma of biliary tract (disorder),312104005,Bile duct cancer (cholangiocarcinoma),PERMANENT,0.002304147465437788,"The aim of these operations is to help improve your symptoms and help you live longer, not to cure the cancer.",NHS,0.00038654812524159255,0.16776188635485118
Hyperhidrosis (disorder),312230002,Hyperhidrosis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"The effects last six to 12 months, and then the treatment needs to be repeated.",MAYO,0.00019327406262079628,0.029377657518361036
Empyema (disorder),312682007,Empyema,PERMANENT,0.001152073732718894,"bronchiectasis – a long-term condition where the airways of the lungs become abnormally widened, leading to a build-up of mucus that can make the lungs more vulnerable to infection",NHS,0.00019327406262079628,0.16776188635485118
Senile dementia of the Lewy body type (disorder),312991009,Dementia with Lewy bodies,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,It tends to develop slowly and get gradually worse over several years.,NHS,0.00019327406262079628,0.052377270970235784
Otitis externa (disorder),3135009,Swimmer's ear,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,An outer ear infection is usually considered chronic if signs and symptoms persist for more than three months.,MAYO,0.00019327406262079628,0.02338616157711635
Polymyositis (disorder),31384009,Polymyositis,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,"Signs and symptoms usually develop gradually, over weeks or months.",MAYO,0.00019327406262079628,0.005991495941244685
Exercise-induced asthma (disorder),31387002,Exercise-induced asthma,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,These symptoms may last for 60 minutes or longer if left untreated.,MAYO,0.00038654812524159255,0.18650947042906849
Major head injury (disorder),314662007,Severe head injury,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"The healing process can take many months, although any pain will usually disappear in around 5 to 10 days.",NHS,0.00019327406262079628,0.07518361035948977
Acute pelvic pain (finding),314716005,Pelvic pain,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"It may come on suddenly and severely, or could be mild and last for months",NHS,0.00019327406262079628,0.07518361035948977
Disseminated idiopathic skeletal hyperostosis (disorder),31487001,Diffuse idiopathic skeletal hyperostosis (DISH),DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,DISH can be progressive.,MAYO,0.00019327406262079628,0.052377270970235784
Local recurrence of malignant tumor of breast (disorder),314955001,Recurrent breast cancer,PERMANENT,0.001152073732718894,"Even if a cure isn't possible, treatment may control the disease for long periods of time.",MAYO,0.00019327406262079628,0.16776188635485118
Statin prophylaxis (procedure),315053001,Statins,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,"You usually have to continue taking statins for life because if you stop taking them, your cholesterol will return to a high level within a few weeks.",NHS,0.00019327406262079628,0.11944337069965212
Sarcoidosis (disorder),31541009,Sarcoidosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.01845018450184502,Sarcoidosis sometimes develops gradually and produces symptoms that last for years.,MAYO,0.0009663703131039817,0.052377270970235784
Fibromuscular dysplasia (morphologic abnormality),31653004,Fibromuscular dysplasia,PERMANENT,0.002304147465437788,"Treatments are available, but there isn't a cure for fibromuscular dysplasia.",MAYO,0.00038654812524159255,0.16776188635485118
Pineoblastoma (morphologic abnormality),31671006,Pineoblastoma,PERMANENT,0.001152073732718894,No alternative treatments have been proved to cure brain tumors.,MAYO,0.00019327406262079628,0.16776188635485118
Trigeminal neuralgia (disorder),31681005,Trigeminal neuralgia,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,"Relief occurs gradually and may take up to a month.
Brain",MAYO,0.00019327406262079628,0.005991495941244685
Primary biliary cholangitis (disorder),31712002,Primary biliary cholangitis (primary biliary cirrhosis),DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.03448275862068965,"There's a risk of PBC developing in your new liver, but this isn't usually a major concern because it often takes a long time to develop.",NHS,0.00019327406262079628,0.005604947816003092
Vasculitis (disorder),31996006,Vasculitis,PERMANENT,0.001152073732718894,Microscopic polyangiitis is a rare and potentially serious long-term type of vasculitis that most often develops in middle-aged people.,NHS,0.00019327406262079628,0.16776188635485118
Pericarditis (disorder),3238004,Pericarditis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,Pericarditis is considered chronic if symptoms last longer than three months.,MAYO,0.00019327406262079628,0.02338616157711635
Bronchitis (disorder),32398004,Bronchitis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"If symptoms last for at least 3 months, it's known as chronic bronchitis",NHS,0.00019327406262079628,0.029377657518361036
Transplantation of heart (procedure),32413006,Heart transplant,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,Most people are able to start returning to many of their normal activities within a few months.,NHS,0.00019327406262079628,0.00889060688055663
Heart-lung transplant with recipient cardiectomy-pneumonectomy (procedure),32477003,Heart-lung transplant,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.013157894736842105,It may be several months before you're well enough to return to your normal daily activities.,NHS,0.00038654812524159255,0.029377657518361036
Erythema nodosum (disorder),32861005,Erythema nodosum,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925572,The bumps and patches last about two weeks before fading like a bruise.,NHS,0.00038654812524159255,0.11944337069965212
Restless legs (disorder),32914008,Restless legs syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"About 1 in 5 pregnant women will experience symptoms in the last 3 months of their pregnancy, although it's not clear exactly why this is",NHS,0.00019327406262079628,0.07518361035948977
Entropion of eyelid (disorder),33168009,Entropion,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,"After several months, your eyelid may turn itself back inward.",MAYO,0.00019327406262079628,0.029377657518361036
