source,conditionName,url,alsoKnownAs,overviewFile,treatmentFile,treatmentURL
MAYO,Multiple myeloma,https://www.mayoclinic.org/diseases-conditions/multiple-myeloma/symptoms-causes/syc-20353378,"Cancer, multiple myeloma, also known as",Multiple myeloma_overview.html,Multiple myeloma,Multiple myeloma_treatment.html,https://www.mayoclinic.org//diseases-conditions/multiple-myeloma/diagnosis-treatment/drc-20353383
MAYO,Nasopharyngeal carcinoma,https://www.mayoclinic.org/diseases-conditions/nasopharyngeal-carcinoma/symptoms-causes/syc-20375529,"Cancer, nasopharyngeal, also known as",Nasopharyngeal carcinoma_overview.html,Nasopharyngeal carcinoma,Nasopharyngeal carcinoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/nasopharyngeal-carcinoma/diagnosis-treatment/drc-20375535
MAYO,Neuroblastoma,https://www.mayoclinic.org/diseases-conditions/neuroblastoma/symptoms-causes/syc-20351017,"Cancer, neuroblastoma, also known as",Neuroblastoma_overview.html,Neuroblastoma,Neuroblastoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/neuroblastoma/diagnosis-treatment/drc-20351022
MAYO,Non-Hodgkin's lymphoma,https://www.mayoclinic.org/diseases-conditions/non-hodgkins-lymphoma/symptoms-causes/syc-20375680,"Cancer, non-Hodgkin's lymphoma, also known as",Non-Hodgkin's lymphoma_overview.html,Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/non-hodgkins-lymphoma/diagnosis-treatment/drc-20375685
MAYO,Mouth cancer,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,"Cancer, oral, also known as",Mouth cancer_overview.html,Mouth cancer,Mouth cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/mouth-cancer/diagnosis-treatment/drc-20351002
MAYO,Ovarian cancer,https://www.mayoclinic.org/diseases-conditions/ovarian-cancer/symptoms-causes/syc-20375941,"Cancer, ovarian, also known as",Ovarian cancer_overview.html,Ovarian cancer,Ovarian cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/ovarian-cancer/diagnosis-treatment/drc-20375946
MAYO,Pancreatic cancer,https://www.mayoclinic.org/diseases-conditions/pancreatic-cancer/symptoms-causes/syc-20355421,"Cancer, pancreatic, also known as",Pancreatic cancer_overview.html,Pancreatic cancer,Pancreatic cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/pancreatic-cancer/diagnosis-treatment/drc-20355427
MAYO,Paraneoplastic syndromes of the nervous system,https://www.mayoclinic.org/diseases-conditions/paraneoplastic-syndromes/symptoms-causes/syc-20355687,"Cancer, paraneoplastic syndromes, also known as",Paraneoplastic syndromes of the nervous system_overview.html,Paraneoplastic syndromes of the nervous system,Paraneoplastic syndromes of the nervous system_treatment.html,https://www.mayoclinic.org//diseases-conditions/paraneoplastic-syndromes/diagnosis-treatment/drc-20355691
MAYO,Prostate cancer,https://www.mayoclinic.org/diseases-conditions/prostate-cancer/symptoms-causes/syc-20353087,"Cancer, prostate, also known as",Prostate cancer_overview.html,Prostate cancer,Prostate cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/prostate-cancer/diagnosis-treatment/drc-20353093
MAYO,Rectal cancer,https://www.mayoclinic.org/diseases-conditions/rectal-cancer/symptoms-causes/syc-20352884,"Cancer, rectal, also known as",Rectal cancer_overview.html,Rectal cancer,Rectal cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/rectal-cancer/diagnosis-treatment/drc-20352889
MAYO,Retinoblastoma,https://www.mayoclinic.org/diseases-conditions/retinoblastoma/symptoms-causes/syc-20351008,"Cancer, retinoblastoma, also known as",Retinoblastoma_overview.html,Retinoblastoma,Retinoblastoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/retinoblastoma/diagnosis-treatment/drc-20351013
MAYO,Skin cancer,https://www.mayoclinic.org/diseases-conditions/skin-cancer/symptoms-causes/syc-20377605,"Cancer, skin, also known as",Skin cancer_overview.html,Skin cancer,Skin cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/skin-cancer/diagnosis-treatment/drc-20377608
MAYO,Soft tissue sarcoma,https://www.mayoclinic.org/diseases-conditions/soft-tissue-sarcoma/symptoms-causes/syc-20377725,"Cancer, soft tissue sarcoma, also known as",Soft tissue sarcoma_overview.html,Soft tissue sarcoma,Soft tissue sarcoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/soft-tissue-sarcoma/diagnosis-treatment/drc-20377730
MAYO,Squamous cell carcinoma of the skin,https://www.mayoclinic.org/diseases-conditions/squamous-cell-carcinoma/symptoms-causes/syc-20352480,"Cancer, squamous cell, also known as",Squamous cell carcinoma of the skin_overview.html,Squamous cell carcinoma of the skin,Squamous cell carcinoma of the skin_treatment.html,https://www.mayoclinic.org//diseases-conditions/squamous-cell-carcinoma/diagnosis-treatment/drc-20352486
MAYO,Stomach cancer,https://www.mayoclinic.org/diseases-conditions/stomach-cancer/symptoms-causes/syc-20352438,"Cancer, stomach, also known as",Stomach cancer_overview.html,Stomach cancer,Stomach cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/stomach-cancer/diagnosis-treatment/drc-20352443
MAYO,Testicular cancer,https://www.mayoclinic.org/diseases-conditions/testicular-cancer-care/symptoms-causes/syc-20352986,"Cancer, testicular, also known as",Testicular cancer_overview.html,Testicular cancer,Testicular cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/testicular-cancer-care/diagnosis-treatment/drc-20352991
MAYO,Throat cancer,https://www.mayoclinic.org/diseases-conditions/throat-cancer/symptoms-causes/syc-20366462,"Cancer, throat, also known as",Throat cancer_overview.html,Throat cancer,Throat cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/throat-cancer/diagnosis-treatment/drc-20366496
MAYO,Thyroid cancer,https://www.mayoclinic.org/diseases-conditions/thyroid-cancer/symptoms-causes/syc-20354161,"Cancer, thyroid, also known as",Thyroid cancer_overview.html,Thyroid cancer,Thyroid cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/thyroid-cancer/diagnosis-treatment/drc-20354167
MAYO,Endometrial cancer,https://www.mayoclinic.org/diseases-conditions/endometrial-cancer/symptoms-causes/syc-20352461,"Cancer, uterine, also known as",Endometrial cancer_overview.html,Endometrial cancer,Endometrial cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/endometrial-cancer/diagnosis-treatment/drc-20352466
MAYO,Vaginal cancer,https://www.mayoclinic.org/diseases-conditions/vaginal-cancer/symptoms-causes/syc-20352447,"Cancer, vagina, also known as",Vaginal cancer_overview.html,Vaginal cancer,Vaginal cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/vaginal-cancer/diagnosis-treatment/drc-20352453
MAYO,Vulvar cancer,https://www.mayoclinic.org/diseases-conditions/vulvar-cancer/symptoms-causes/syc-20368051,"Cancer, vulvar, also known as",Vulvar cancer_overview.html,Vulvar cancer,Vulvar cancer_treatment.html,https://www.mayoclinic.org//diseases-conditions/vulvar-cancer/diagnosis-treatment/drc-20368072
MAYO,Wilms' tumor,https://www.mayoclinic.org/diseases-conditions/wilms-tumor/symptoms-causes/syc-20352655,"Cancer, Wilms' tumor, also known as",Wilms' tumor_overview.html,Wilms' tumor,Wilms' tumor_treatment.html,https://www.mayoclinic.org//diseases-conditions/wilms-tumor/diagnosis-treatment/drc-20352660
MAYO,Oral thrush,https://www.mayoclinic.org/diseases-conditions/oral-thrush/symptoms-causes/syc-20353533,"Candidiasis, oral, also known as",Oral thrush_overview.html,Oral thrush,Oral thrush_treatment.html,https://www.mayoclinic.org//diseases-conditions/oral-thrush/diagnosis-treatment/drc-20353539
MAYO,Yeast infection (vaginal),https://www.mayoclinic.org/diseases-conditions/yeast-infection/symptoms-causes/syc-20378999,"Candidiasis, vaginal, also known as",Yeast infection (vaginal)_overview.html,Yeast infection (vaginal),Yeast infection (vaginal)_treatment.html,https://www.mayoclinic.org//diseases-conditions/yeast-infection/diagnosis-treatment/drc-20379004
MAYO,Canker sore,https://www.mayoclinic.org/diseases-conditions/canker-sore/symptoms-causes/syc-20370615,,Canker sore_overview.html,Canker sore,Canker sore_treatment.html,https://www.mayoclinic.org//diseases-conditions/canker-sore/diagnosis-treatment/drc-20370620
MAYO,Carbon monoxide poisoning,https://www.mayoclinic.org/diseases-conditions/carbon-monoxide/symptoms-causes/syc-20370642,,Carbon monoxide poisoning_overview.html,Carbon monoxide poisoning,Carbon monoxide poisoning_treatment.html,https://www.mayoclinic.org//diseases-conditions/carbon-monoxide/diagnosis-treatment/drc-20370646
MAYO,Boils and carbuncles,https://www.mayoclinic.org/diseases-conditions/boils-and-carbuncles/symptoms-causes/syc-20353770,"Carbuncles and boils, also known as",Boils and carbuncles_overview.html,Boils and carbuncles,Boils and carbuncles_treatment.html,https://www.mayoclinic.org//diseases-conditions/boils-and-carbuncles/diagnosis-treatment/drc-20353776
MAYO,Carcinoid syndrome,https://www.mayoclinic.org/diseases-conditions/carcinoid-syndrome/symptoms-causes/syc-20370666,,Carcinoid syndrome_overview.html,Carcinoid syndrome,Carcinoid syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/carcinoid-syndrome/diagnosis-treatment/drc-20370672
MAYO,Carcinoid tumors,https://www.mayoclinic.org/diseases-conditions/carcinoid-tumors/symptoms-causes/syc-20351039,,Carcinoid tumors_overview.html,Carcinoid tumors,Carcinoid tumors_treatment.html,https://www.mayoclinic.org//diseases-conditions/carcinoid-tumors/diagnosis-treatment/drc-20351044
MAYO,Carcinoma of unknown primary,https://www.mayoclinic.org/diseases-conditions/carcinoma-unknown-primary/symptoms-causes/syc-20370683,,Carcinoma of unknown primary_overview.html,Carcinoma of unknown primary,Carcinoma of unknown primary_treatment.html,https://www.mayoclinic.org//diseases-conditions/carcinoma-unknown-primary/diagnosis-treatment/drc-20433758
MAYO,Sudden cardiac arrest,https://www.mayoclinic.org/diseases-conditions/sudden-cardiac-arrest/symptoms-causes/syc-20350634,"Cardiac arrest, sudden, also known as",Sudden cardiac arrest_overview.html,Sudden cardiac arrest,Sudden cardiac arrest_treatment.html,https://www.mayoclinic.org//diseases-conditions/sudden-cardiac-arrest/diagnosis-treatment/drc-20350640
MAYO,Myocardial ischemia,https://www.mayoclinic.org/diseases-conditions/myocardial-ischemia/symptoms-causes/syc-20375417,"Cardiac ischemia, also known as",Myocardial ischemia_overview.html,Myocardial ischemia,Myocardial ischemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/myocardial-ischemia/diagnosis-treatment/drc-20375422
MAYO,Cardiogenic shock,https://www.mayoclinic.org/diseases-conditions/cardiogenic-shock/symptoms-causes/syc-20366739,,Cardiogenic shock_overview.html,Cardiogenic shock,Cardiogenic shock_treatment.html,https://www.mayoclinic.org//diseases-conditions/cardiogenic-shock/diagnosis-treatment/drc-20366764
MAYO,Enlarged heart,https://www.mayoclinic.org/diseases-conditions/enlarged-heart/symptoms-causes/syc-20355436,"Cardiomegaly, also known as",Enlarged heart_overview.html,Enlarged heart,Enlarged heart_treatment.html,https://www.mayoclinic.org//diseases-conditions/enlarged-heart/diagnosis-treatment/drc-20355442
MAYO,Cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/cardiomyopathy/symptoms-causes/syc-20370709,,Cardiomyopathy_overview.html,Cardiomyopathy,Cardiomyopathy_treatment.html,https://www.mayoclinic.org//diseases-conditions/cardiomyopathy/diagnosis-treatment/drc-20370714
MAYO,Dilated cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/dilated-cardiomyopathy/symptoms-causes/syc-20353149,"Cardiomyopathy, dilated, also known as",Dilated cardiomyopathy_overview.html,Dilated cardiomyopathy,Dilated cardiomyopathy_treatment.html,https://www.mayoclinic.org//diseases-conditions/dilated-cardiomyopathy/diagnosis-treatment/drc-20353155
MAYO,Hypertrophic cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/hypertrophic-cardiomyopathy/symptoms-causes/syc-20350198,"Cardiomyopathy, hypertrophic, also known as",Hypertrophic cardiomyopathy_overview.html,Hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy_treatment.html,https://www.mayoclinic.org//diseases-conditions/hypertrophic-cardiomyopathy/diagnosis-treatment/drc-20350204
MAYO,Achalasia,https://www.mayoclinic.org/diseases-conditions/achalasia/symptoms-causes/syc-20352850,"Cardiospasm, also known as",Achalasia_overview.html,Achalasia,Achalasia_treatment.html,https://www.mayoclinic.org//diseases-conditions/achalasia/diagnosis-treatment/drc-20352851
MAYO,Heart disease,https://www.mayoclinic.org/diseases-conditions/heart-disease/symptoms-causes/syc-20353118,"Cardiovascular disease, also known as",Heart disease_overview.html,Heart disease,Heart disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-disease/diagnosis-treatment/drc-20353124
MAYO,Carotid artery disease,https://www.mayoclinic.org/diseases-conditions/carotid-artery-disease/symptoms-causes/syc-20360519,,Carotid artery disease_overview.html,Carotid artery disease,Carotid artery disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/carotid-artery-disease/diagnosis-treatment/drc-20360527
MAYO,Carpal tunnel syndrome,https://www.mayoclinic.org/diseases-conditions/carpal-tunnel-syndrome/symptoms-causes/syc-20355603,,Carpal tunnel syndrome_overview.html,Carpal tunnel syndrome,Carpal tunnel syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/carpal-tunnel-syndrome/diagnosis-treatment/drc-20355608
MAYO,Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20370735,,Castleman disease_overview.html,Castleman disease,Castleman disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/castleman-disease/diagnosis-treatment/drc-20370740
MAYO,Cataracts,https://www.mayoclinic.org/diseases-conditions/cataracts/symptoms-causes/syc-20353790,,Cataracts_overview.html,Cataracts,Cataracts_treatment.html,https://www.mayoclinic.org//diseases-conditions/cataracts/diagnosis-treatment/drc-20353795
MAYO,Cavernous malformations,https://www.mayoclinic.org/diseases-conditions/cavernous-malformations/symptoms-causes/syc-20360941,,Cavernous malformations_overview.html,Cavernous malformations,Cavernous malformations_treatment.html,https://www.mayoclinic.org//diseases-conditions/cavernous-malformations/diagnosis-treatment/drc-20360942
MAYO,Cavitiestooth decay,https://www.mayoclinic.org/diseases-conditions/cavities/symptoms-causes/syc-20352892,,Cavitiestooth decay_overview.html,Cavitiestooth decay,Cavitiestooth decay_treatment.html,https://www.mayoclinic.org//diseases-conditions/cavities/diagnosis-treatment/drc-20352898
MAYO,Median arcuate ligament syndrome (MALS),https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001,"Celiac artery compression, also known as",Median arcuate ligament syndrome (MALS)_overview.html,Median arcuate ligament syndrome (MALS),Median arcuate ligament syndrome (MALS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/median-arcuate-ligament-syndrome-mals/diagnosis-treatment/drc-20505007
MAYO,Median arcuate ligament syndrome (MALS),https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001,"Celiac artery compression syndrome, also known as",Median arcuate ligament syndrome (MALS)_overview.html,Median arcuate ligament syndrome (MALS),Median arcuate ligament syndrome (MALS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/median-arcuate-ligament-syndrome-mals/diagnosis-treatment/drc-20505007
MAYO,Median arcuate ligament syndrome (MALS),https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001,"Celiac axis syndrome, also known as",Median arcuate ligament syndrome (MALS)_overview.html,Median arcuate ligament syndrome (MALS),Median arcuate ligament syndrome (MALS)_treatment.html,https://www.mayoclinic.org//diseases-conditions/median-arcuate-ligament-syndrome-mals/diagnosis-treatment/drc-20505007
MAYO,Celiac disease,https://www.mayoclinic.org/diseases-conditions/celiac-disease/symptoms-causes/syc-20352220,,Celiac disease_overview.html,Celiac disease,Celiac disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/celiac-disease/diagnosis-treatment/drc-20352225
