conceptId,snomedConcept,snomedIdentifier,term
128927009,Allergic disorder monitoring,170836005,Procedure by method (procedure)
128927009,Rubella screening,169690007,Procedure by method (procedure)
128927009,Depression screening using Patient Health Questionnaire Nine Item score (procedure),715252007,Procedure by method (procedure)
128927009,Radiography of wrist (procedure),60027007,Procedure by method (procedure)
128927009,Partial resection of colon (procedure),43075005,Procedure by method (procedure)
128927009,Vasectomy (procedure),22523008,Procedure by method (procedure)
128927009,Asthma follow-up,394701000,Procedure by method (procedure)
128927009,Discussion about treatment (procedure),223484005,Procedure by method (procedure)
128927009,Plain chest X-ray (procedure),399208008,Procedure by method (procedure)
128927009,Amputation of the foot (procedure),180030006,Procedure by method (procedure)
128927009,Allergy screening test,395142003,Procedure by method (procedure)
128927009,Surgical manipulation of shoulder joint,387685009,Procedure by method (procedure)
128927009,Antenatal RhD antibody screening,169673001,Procedure by method (procedure)
128927009,Extraction of wisdom tooth (procedure),65546002,Procedure by method (procedure)
128927009,Intravenous infusion (procedure),14152002,Procedure by method (procedure)
128945009,Escherichia coli urinary tract infection (disorder),301011002,Infection caused by Enterobacteriaceae (disorder)
128994009,Excision of axillary lymph node (procedure),234262008,Excision of upper extremity structure (procedure)
128995005,Amputation above-knee (procedure),79733001,Excision of lower extremity structure (procedure)
128995005,Amputation of the foot (procedure),180030006,Excision of lower extremity structure (procedure)
128997002,Chronic obstructive bronchitis (disorder),185086009,Inflammatory disorder of lower respiratory tract (disorder)
128997002,Acute bronchitis (disorder),10509002,Inflammatory disorder of lower respiratory tract (disorder)
128997002,Pneumonia (disorder),233604007,Inflammatory disorder of lower respiratory tract (disorder)
128999004,Acute viral pharyngitis (disorder),195662009,Inflammatory disorder of digestive tract (disorder)
128999004,Streptococcal sore throat (disorder),43878008,Inflammatory disorder of digestive tract (disorder)
128999004,Appendicitis (disorder),74400008,Inflammatory disorder of digestive tract (disorder)
129104009,Child attention deficit disorder (disorder),192127007,Developmental mental disorder (disorder)
129125009,History of amputation of foot (situation),429280009,Procedure with explicit context (situation)
129125009,History of lower limb amputation (situation),161622006,Procedure with explicit context (situation)
129125009,Awaiting transplantation of lung (situation),16602611000119108,Procedure with explicit context (situation)
129125009,History of appendectomy,428251008,Procedure with explicit context (situation)
129134004,Perennial allergic rhinitis (disorder),446096008,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Acute viral pharyngitis (disorder),195662009,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Sinusitis (disorder),36971009,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Seasonal allergic rhinitis (disorder),367498001,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Streptococcal sore throat (disorder),43878008,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Viral sinusitis (disorder),444814009,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Acute bacterial sinusitis (disorder),75498004,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Chronic sinusitis (disorder),40055000,Inflammatory disorder of upper respiratory tract (disorder)
129134004,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Inflammatory disorder of upper respiratory tract (disorder)
129152004,Epidural anesthesia (procedure),18946005,Procedure on back (procedure)
129153009,Excision of axillary lymph node (procedure),234262008,Procedure on axilla (procedure)
129181003,Surgical manipulation of shoulder joint,387685009,Procedure on joint of upper extremity (procedure)
129182005,Total knee replacement (procedure),609588000,Procedure on joint of lower extremity (procedure)
129182005,Total replacement of hip (procedure),52734007,Procedure on joint of lower extremity (procedure)
129182005,Surgical manipulation of joint of knee (procedure),699253003,Procedure on joint of lower extremity (procedure)
129183000,Radiography of humerus (procedure),1225002,Procedure on bone of extremity (procedure)
129183000,Plain X-ray of clavicle (procedure),168594001,Procedure on bone of extremity (procedure)
129190005,Radiography of humerus (procedure),1225002,Procedure on bone of upper extremity (procedure)
129190005,Plain X-ray of clavicle (procedure),168594001,Procedure on bone of upper extremity (procedure)
129209005,Plain X-ray of clavicle (procedure),168594001,Procedure on clavicle (procedure)
129233004,Radiography of humerus (procedure),1225002,Procedure on bone (organ) (procedure)
129233004,Bone immobilization,274474001,Procedure on bone (organ) (procedure)
129233004,Plain X-ray of clavicle (procedure),168594001,Procedure on bone (organ) (procedure)
129249002,Fine needle aspiration biopsy of lung (procedure),432231006,Needle biopsy (procedure)
129253000,Excision of axillary lymph node (procedure),234262008,Procedure on lymphoid organ (procedure)
129253000,Excision of sentinel lymph node (procedure),443497002,Procedure on lymphoid organ (procedure)
129253000,Sentinel lymph node biopsy (procedure),396487001,Procedure on lymphoid organ (procedure)
129254006,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Procedure on tracheobronchial tree (procedure)
129254006,Incision of trachea (procedure),48387007,Procedure on tracheobronchial tree (procedure)
129565002,Primary fibromyalgia syndrome (disorder),95417003,Disorder of skeletal AND/OR smooth muscle (disorder)
131148009,Bleeding from anus,6072007,Bleeding (finding)
131471000119104,History of cardiac arrest (situation),429007001,History of cardiac arrhythmia (situation)
133897009,Postoperative care (regime/therapy),133899007,Perioperative care (regime/therapy)
133906008,Postnatal visit,169762003,Postpartum care (regime/therapy)
134451006,Measurement of Varicella-zoster virus antibody,104326007,Varicella-zoster antibody level (procedure)
13645005,Pulmonary emphysema (disorder),87433001,Chronic obstructive lung disease (disorder)
138875005,Laceration of hand,284549007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Chronic congestive heart failure (disorder),88805009,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Inpatient stay 3 days,183801001,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Acute viral pharyngitis (disorder),195662009,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Hemoglobin / Hematocrit / Platelet count,104091002,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Inpatient stay (finding),308540004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Otitis media (disorder),65363002,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Measurement of Varicella-zoster virus antibody,104326007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Attempted suicide - cut/stab (event),287185009,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Urgent care clinic (procedure),702927004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Depression screening,171207006,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Extraction of wisdom tooth (procedure),65546002,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Bone density scan (procedure),312681000,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Latex allergy,300916003,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Depression screening using Patient Health Questionnaire Nine Item score (procedure),715252007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Asthma screening,171231001,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Laceration of forearm,283371005,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Gynecology service (qualifier value),310061009,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Child attention deficit disorder (disorder),192127007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Mental health screening (procedure),385892002,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Bilateral tubal ligation (procedure),287664005,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Bullet wound,262574004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Prediabetes (disorder),15777000,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Attempted suicide - suffocation (event),287182007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Neonatal Screening,60151004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Intravenous antibiotic therapy,281790008,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Screening for occult blood in feces (procedure),104435004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Alzheimer's disease (disorder),26929004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Hyperglycemia (disorder),80394007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Evaluation of uterine fundal height,274804006,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Fetal anatomy study,271442007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Non-small cell lung cancer (disorder),254637007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Familial Alzheimer's disease of early onset (disorder),230265002,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Brachytherapy of breast (procedure),447759004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Neoplasm of prostate (disorder),126906006,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Take blood sample,82078001,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Amputation of the foot (procedure),180030006,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Telephone encounter (procedure),185317003,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Urine culture,117010004,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Encounter for symptom,185345009,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Diagnosis of cystic fibrosis using sweat test and gene test,67799006,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Radiation therapy care (regime/therapy),385798007,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Perennial allergic rhinitis (disorder),446096008,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Encounter for Problem,185347001,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Seasonal allergic rhinitis (disorder),367498001,SNOMED CT Concept (SNOMED RT+CTV3)
138875005,Initial Psychiatric Interview with mental status evaluation,79094001,SNOMED CT Concept (SNOMED RT+CTV3)
