att_type_id,att_type_term,att_value_id,att_value_term,group,snomedConcept,snomedIdentifier
116676008,Associated morphology (attribute),367647000,Fibrocystic change (morphologic abnormality),0.0,Fibrocystic breast changes (finding),27431007
363698007,Finding site (attribute),40689003,Testis structure (body structure),0.0,Orchitis (disorder),274718005
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Orchitis (disorder),274718005
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Gilbert's syndrome (disorder),27503000
116676008,Associated morphology (attribute),12402003,Scar (morphologic abnormality),0.0,Scar (disorder),275322007
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Developmental coordination disorder (disorder),27544004
363714003,Interprets (attribute),364665006,Ability to perform function / activity (observable entity),1.0,Developmental coordination disorder (disorder),27544004
363714003,Interprets (attribute),397686008,"Sense of smell, function (observable entity)",0.0,Disorder of smell (disorder),275462005
363698007,Finding site (attribute),47166007,Structure of olfactory system (body structure),1.0,Disorder of smell (disorder),275462005
363698007,Finding site (attribute),20139000,Structure of respiratory system (body structure),0.0,Respiratory tract infection (disorder),275498002
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Respiratory tract infection (disorder),275498002
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Infection caused by Corynebacterium diphtheriae (disorder),276197005
246075003,Causative agent (attribute),5851001,Corynebacterium diphtheriae (organism),0.0,Infection caused by Corynebacterium diphtheriae (disorder),276197005
363698007,Finding site (attribute),413344004,Female genital tract structure (body structure),0.0,Menopause finding (finding),276477006
363698007,Finding site (attribute),122865005,Gastrointestinal tract structure (body structure),0.0,Soiling (finding),276484003
363698007,Finding site (attribute),24964005,Cardiac conducting system structure (body structure),0.0,Atrial tachycardia (disorder),276796006
363698007,Finding site (attribute),59652004,Atrial structure (body structure),1.0,Atrial tachycardia (disorder),276796006
363698007,Finding site (attribute),392081006,Bone structure of jaw (body structure),0.0,Odontogenic tumor of jaw (disorder),276968006
116676008,Associated morphology (attribute),127578009,Odontogenic neoplasm (morphologic abnormality),0.0,Odontogenic tumor of jaw (disorder),276968006
363698007,Finding site (attribute),12738006,Brain structure (body structure),0.0,Delirium (disorder),2776000
260686004,Method (attribute),129300006,Puncture - action (qualifier value),0.0,Lumbar puncture (procedure),277762005
405813007,Procedure site - Direct (attribute),261124005,Lumbar subarachnoid space (body structure),0.0,Lumbar puncture (procedure),277762005
363698007,Finding site (attribute),53520000,Autonomic nerve structure (body structure),0.0,Autonomic neuropathy (disorder),277879009
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),0.0,Pertussis (disorder),27836007
363698007,Finding site (attribute),955009,Bronchial structure (body structure),1.0,Pertussis (disorder),27836007
116676008,Associated morphology (attribute),4532008,Acute inflammation (morphologic abnormality),1.0,Pertussis (disorder),27836007
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),1.0,Pertussis (disorder),27836007
246075003,Causative agent (attribute),5247005,Bordetella pertussis (organism),1.0,Pertussis (disorder),27836007
363698007,Finding site (attribute),371398005,Eye region structure (body structure),0.0,Injury of eye region (disorder),282752000
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Injury of eye region (disorder),282752000
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Mosquito bite (disorder),283344005
116676008,Associated morphology (attribute),770951006,Superficial bite wound (morphologic abnormality),0.0,Mosquito bite (disorder),283344005
42752001,Due to (attribute),242635009,Bite of mosquito (event),1.0,Mosquito bite (disorder),283344005
116676008,Associated morphology (attribute),134352000,Incised wound - morphology (morphologic abnormality),0.0,Incised wound (disorder),283396008
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Incised wound (disorder),283396008
116676008,Associated morphology (attribute),3404009,Bite (morphologic abnormality),0.0,Bite - wound (disorder),283682007
42752001,Due to (attribute),782161000,Bite (event),1.0,Bite - wound (disorder),283682007
363698007,Finding site (attribute),76752008,Breast structure (body structure),0.0,Abscess of breast (disorder),28432003
116676008,Associated morphology (attribute),44132006,Abscess (morphologic abnormality),0.0,Abscess of breast (disorder),28432003
363698007,Finding site (attribute),113257007,Structure of cardiovascular system (body structure),0.0,Orthostatic hypotension (disorder),28651003
260686004,Method (attribute),129369009,Ligation - action (qualifier value),0.0,Bilateral tubal ligation (procedure),287664005
405813007,Procedure site - Direct (attribute),113293009,Structure of left fallopian tube (body structure),0.0,Bilateral tubal ligation (procedure),287664005
260686004,Method (attribute),129369009,Ligation - action (qualifier value),1.0,Bilateral tubal ligation (procedure),287664005
405813007,Procedure site - Direct (attribute),2033006,Structure of right fallopian tube (body structure),1.0,Bilateral tubal ligation (procedure),287664005
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,"Polycystic kidney disease, infantile type (disorder)",28770003
363698007,Finding site (attribute),64033007,Kidney structure (body structure),0.0,"Polycystic kidney disease, infantile type (disorder)",28770003
116676008,Associated morphology (attribute),3679006,Polycystic change (morphologic abnormality),0.0,"Polycystic kidney disease, infantile type (disorder)",28770003
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,"Polycystic kidney disease, infantile type (disorder)",28770003
363698007,Finding site (attribute),385294005,Salivary gland structure (body structure),0.0,Sialolithiasis (disorder),28826002
116676008,Associated morphology (attribute),56381008,Calculus (morphologic abnormality),0.0,Sialolithiasis (disorder),28826002
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Cytomegalovirus infection (disorder),28944009
246075003,Causative agent (attribute),407444007,Genus Cytomegalovirus (organism),0.0,Cytomegalovirus infection (disorder),28944009
363714003,Interprets (attribute),61928009,Platelet count (procedure),0.0,Immune thrombocytopenia (disorder),2897005
363713009,Has interpretation (attribute),281300000,Below reference range (qualifier value),0.0,Immune thrombocytopenia (disorder),2897005
370135005,Pathological process (attribute),769247005,Abnormal immune process (qualifier value),1.0,Immune thrombocytopenia (disorder),2897005
370135005,Pathological process (attribute),472963003,Hypersensitivity process (qualifier value),2.0,Immune thrombocytopenia (disorder),2897005
363714003,Interprets (attribute),74848003,Hemostatic function (observable entity),3.0,Immune thrombocytopenia (disorder),2897005
363713009,Has interpretation (attribute),263654008,Abnormal (qualifier value),3.0,Immune thrombocytopenia (disorder),2897005
260686004,Method (attribute),129265001,Evaluation - action (qualifier value),0.0,Autopsy examination (procedure),29240004
260686004,Method (attribute),129265001,Evaluation - action (qualifier value),0.0,Electrocardiographic procedure (procedure),29303009
405813007,Procedure site - Direct (attribute),80891009,Heart structure (body structure),0.0,Electrocardiographic procedure (procedure),29303009
424226004,Using device (attribute),86184003,"Electrocardiographic monitor and recorder, device (physical object)",0.0,Electrocardiographic procedure (procedure),29303009
363698007,Finding site (attribute),5665001,Retinal structure (body structure),0.0,Retinal disorder (disorder),29555009
260686004,Method (attribute),129326001,Injection - action (qualifier value),0.0,Injection of steroid (procedure),296778005
363701004,Direct substance (attribute),116566001,Steroid (substance),0.0,Injection of steroid (procedure),296778005
363698007,Finding site (attribute),770802007,Nail unit structure (body structure),0.0,Nail problem (finding),297989000
363698007,Finding site (attribute),289959001,Musculoskeletal structure of spine (body structure),0.0,Scoliosis deformity of spine (disorder),298382003
116676008,Associated morphology (attribute),31739005,Lateral abnormal curvature (morphologic abnormality),0.0,Scoliosis deformity of spine (disorder),298382003
363698007,Finding site (attribute),51185008,Thoracic structure (body structure),0.0,Chest pain (finding),29857009
363698007,Finding site (attribute),21793004,Connective tissue structure (body structure),0.0,Limited systemic sclerosis (disorder),299276009
116676008,Associated morphology (attribute),112674009,Fibrosis (morphologic abnormality),0.0,Limited systemic sclerosis (disorder),299276009
370135005,Pathological process (attribute),263680009,Autoimmune process (qualifier value),0.0,Limited systemic sclerosis (disorder),299276009
363698007,Finding site (attribute),49076000,Knee joint structure (body structure),0.0,Knee joint valgus deformity (finding),299330008
116676008,Associated morphology (attribute),127561000,Valgus deformity (morphologic abnormality),0.0,Knee joint valgus deformity (finding),299330008
363698007,Finding site (attribute),38199008,Tooth structure (body structure),0.0,Dental abscess (disorder),299709002
116676008,Associated morphology (attribute),44132006,Abscess (morphologic abnormality),0.0,Dental abscess (disorder),299709002
363698007,Finding site (attribute),707862002,Structure of skin and/or mucous membrane (body structure),0.0,Insect sting (disorder),299971005
